"RecipeInstructions","Name","Images","Keywords","RecipeIngredientQuantities","RecipeIngredientParts","AggregatedRating","ReviewCount","RecipeId","RecipeCategory"
"Dip chicken breasts in mixture of oil, lime juice, and honey, then roll in tortilla chip crumbs to coat., Bake for 20-25 minutes at 350*., While baking chicken, puree tomatoes and chopped cilantro into a sauce., Remove chicken from oven, top with puree and sprinkle with cheese., Bake again for 5 minutes or until cheese melts., Garnish with cilantro and lime wedges.","Margarita Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/64/05/pictTgov5.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/64/05/pics34usA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/64/05/picDoAyEj.jpg","Chicken, Poultry, Meat, < 60 Mins","4, 2, 2, 1, 1, 1, 2, 1/3, NA, NA","boneless skinless chicken breasts, fresh lime juice, honey, tortilla chips, Mexican-style stewed tomatoes, cilantro, monterey jack cheese, fresh cilantro stem, lime wedge","5","2","386405","Chicken Breast"
"Heat oil in large saucepan or Dutch oven., Add garlic, ginger, lemon peel and hot pepper flakes.  Cook gently until very fragrant., Add broth, soy sauce and lemon juice and bring to boil., Add carrots.  Reduce heat and simmer gently for 15 minutes., Add scallops, shrimp, sesame oil and green onions,  Cook for just a few minutes, or until seafood is barely cooked., Serve sprinkled with cilantro.","Seafood Soup With Ginger Broth","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/67/10/pic02WVSO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/67/10/pic6itzY7.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/67/10/pic9B2vGn.jpg","Vegetable, Asian, Very Low Carbs, Low Cholesterol, < 60 Mins","1, 2, 1, 1, 1/4, 4, 1, 1, 3, 1/4, 1/4, 1, 4, 2","olive oil, garlic cloves, lemon peel, dried red pepper flakes, low sodium chicken broth, low sodium soy sauce, fresh lemon juice, carrots, scallops, large shrimp, green onions, fresh cilantro","5","10","386710","Clear Soup"
"Cook pasta in a large pot of salted water until al dente., Whisk the mayo, yogurt, and dressing together in a serving bowl large enough to hold the pasta., Drain the pasta add to serving bowl with the dressing. Add the chicken, tossing well to coat., Serve on a bed of lettuce; dress with tomato and red onion.","Caesar Pasta Salad","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/70/31/pic1YYbuK.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/70/31/pic1YYbuK.jpg","Chicken Breast, Chicken, Poultry, Meat, < 30 Mins, Stove Top, Easy","1, 1/2, 1/4, 1, 2, NA, 1, 1/4","pasta, mayonnaise, plain yogurt, boneless chicken breast halves, lettuce, tomatoes, red onion","NA","NA","387031","One Dish Meal"
"In a large skillet over medium heat, cook pork chops in 1 tablespoon butter for 4-5 minutes on each side or until a meat thermometer reads 160°. Meanwhile, in a small bowl, combine the brown sugar, cinnamon, nutmeg and salt., Remove chops and keep warm., Add the apples, pecans, brown sugar mixture and remaining butter to the pan; cook and stir until apples are tender., Serve with chops.","Cinnamon-Apple Pork Chops Recipe","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/76/03/pic2gyBoj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/76/03/picgyP81W.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/76/03/picrPWhbG.jpg","Meat, Winter, < 30 Mins, Beginner Cook, Easy","4, 2, 2 -3, 1, 1/2, 1/4, 4, 2","boneless pork loin chops, brown sugar, ground cinnamon, ground nutmeg, salt, tart apples, pecans","5","9","387603","Pork"
"Layer sweet potatoes, carrots, onion, pork, and apple in a 3 1/2-quart or larger slow-cooker., Stir flour, salt, sage, thyme and pepper in a small bowl to combine.  Add apple cider; stir until smooth.  Pour over meat and vegetables., Cover and cook on low 7-9 hours until pork and sweet potatoes are tender when pierced.","Pork and Cider Stew (A Crock-Pot Recipe)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/81/66/picCRdhrF.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/81/66/picO0J7MU.jpg","One Dish Meal, Pork, Meat, Easy","1 1/4, 3, 1, 2, 1, 1/4, 3/4, 1/2, 1/2, 1/4, 1","sweet potatoes, carrots, onion, boneless pork shoulder, granny smith apple, flour, salt, dried sage, dried thyme, pepper, apple cider","4.5","3","388166","Stew"
"Preheat grill to medium heat., Mix barbecue sauce, orange zest and juice until well blended; set aside., Grill chicken 6 min., turning over after 3 minute Brush with barbecue sauce mixture., Add vegetables to grill., Continue grilling chicken and vegetables 9 to 12 minutes or until chicken is cooked through (170ºF) and vegetables are tender, turning occasionally and brushing chicken with the remaining barbecue sauce mixture and vegetables with the dressing.","Orange BBQ Chicken With Grilled Vegetables","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/88/55/picGXhaKG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/88/55/pic96oaIV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/88/55/pic1q0XpU.jpg","Poultry, Meat, Healthy, < 60 Mins","1/4, 1/4, 1, 2, 1, 1, 1, 2","barbecue sauce, orange zest, boneless skinless chicken breast halves, zucchini","5","6","388855","Chicken"
"Cut fresh or defrosted chicken breasts into bite size pieces., Saute in a hot Teflon skillet or fry pan until slightly browned. Then remove. Lower heat., Add olive oil, saute garlic and onion until softened and beginnig to turn translucent, add basil leaves and red /green pepper until they begin to soften. Add zucchini and cook until it begins to turn translucent., Add dained tomatoes and cooked chicken until heated through., Salt and pepper to taste.","Healthy Diet Chicken and Vegetables","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/92/57/picAU9SDA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/92/57/picAU9SDA.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/92/57/picCYF5tN.jpg","Poultry, Meat, Low Cholesterol, Healthy, Weeknight, < 30 Mins","2, 1/2, 1/2, 1/2, 2, 0.5, 1 -2, 5 -6, 1","boneless skinless chicken breasts, green pepper, zucchini, diced tomatoes, garlic clove, fresh basil leaves, olive oil","4","2","389257","Chicken"
"Melt butter in large skillet on medium-high heat., Add chops, cook 7 to 9 minutes on each side or until cooked through., Meanwhile, combine remaining ingredients in a saucepan., Cook, stirring occasionally, on medium heat for 5 minutes or until sauce is reduced to glaze consistency., Spoon evenly over chops just before serving.","Raspberry-Glazed Pork Chops","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/97/48/picoleXbS.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/38/97/48/picTJPz79.jpg","Meat, Weeknight, < 30 Mins","1, 4, 1/4, 2, 1, 1/2, 1/2","butter, boneless pork chops, Dijon mustard, raspberry vinegar, dried thyme leaves","5","2","389748","Pork"
"Combine all ingredients in greased 4 1/2 to 6 quart slow cooker, Cover and cook on low heat 6-8 hrs or on high 3-4 hrs (everyone's crockpot is different, adjust accordingly)., Top with shredded pepper or monterey jack cheese, guacamole or sour cream., Serve with tortilla strips or chips, sometimes I even make cheese quesadillas., VARIATION- Add 1 c shredded carrots or zucchini at beginning of cook time.","Crock Pot Chicken Tortilla Soup","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/10/64/picCSV6Wy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/10/64/picUZ7nRV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/10/64/pic688shd.jpg","Chicken, Poultry, Meat, Mexican, Weeknight, < 4 Hours","1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1/4, 1, NA, NA, NA","boneless chicken, crushed tomatoes, onion, green chilies, garlic cloves, water, chicken broth, whole kernel corn, cumin, chili powder, bay leaf, dried cilantro, corn tortilla strips, monterey jack cheese, monterey jack pepper cheese","5","13","391064","Chowders"
"Heat oil in wok.  Add onions, peppers, garlic, ginger, and green beans.  Stirfry until crisp tender and remove from wok, leaving as much oil as possible behind.  Keep warm., Add chicken to oil in wok, and stirfry until done through.   Push chicken up the sides of the work, and add sauce.  Heat sauce, and as it thickens, stir in chicken., Add veggies back to chicken in wok.  Add black pepper.  Stir to combine and reheat veggies if needed.  Serve immediately over hot rice.","Singapore Black Pepper Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/11/03/picTt5WXV.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/11/03/picocJqUB.jpg","Chicken, Poultry, Peppers, Vegetable, Meat, Malaysian, Asian, < 30 Mins, Easy","1, 3, 1, 8, 3, 1, 1 -2, 1 -2, 2 -3, 2, 2, 2, 2, 2, 2, 1","boneless skinless chicken breast, scallions, red bell pepper, green beans, garlic cloves, ginger, chili pepper, fresh coarse ground black pepper, water, oyster sauce, soy sauce, rice wine, sugar, cornstarch","4","2","391103","Chicken Breast"
"Combine first 7 ingredients in a Dutch oven (through carrot); bring to a boil. Reduce heat; simmer 15 minutes. Add shrimp; cook 2-3 minutes, until they are pink and fully cooked., Drain shrimp and place in a shallow dish., Combine lemon rind and remaining ingredients. Add to warm shrimp; toss well. Cover and chill until ready to serve, at least 3 hours.","Poached Shrimp With Bay Leaves and Lemon","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/15/92/pic10Ik8i.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/15/92/pic6TREJW.jpg","< 30 Mins, Easy","12, 1 1/2, 1, 6, 6, 1, 1, 2, 2, 1/2, 1, 1/2, 1/4","water, salt, mustard seeds, whole black peppercorns, bay leaves, celery, carrot, medium shrimp, lemon rind, fresh lemon juice, extra virgin olive oil, salt, fresh ground black pepper","4.5","2","391592","Brunch"
"Preheat grill to medium high., Tear off 4 sheets of tin foil., Brush corn evenly with melted butter and sprinkle with salt, cilantro sprigs and with the rosemary and thyme (other spices or fresh herbs will also work well)., Wrap corn with the tin foil., Place wrapped corn on the grill and grill covered until corn in tender (about 15 minutes).","Herb-Grilled Corn (Ww)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/21/46/pickLiAYy.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/21/46/pich08cmt.jpg","Vegetable, Summer, < 30 Mins","4, 4, 1/2, 16, 1, 1","corn, butter, salt, fresh cilantro stems, dried rosemary, dried thyme","5","3","392146","Corn"
"place vinegar in saucepan and bring to a boil over medium heat.  add apples and partly cover, cook 5 minutes., mix remaining ingredients and continue cooking, partly covered for 13 minutes., stir several times during cooking., cool and serve with meat or use as a sandwich spread.","Apple and Raisin Chutney","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/23/39/picr1LNBI.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/23/39/pic9OqV57.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/23/39/picPwVWUK.jpg","Sauces, Mango, Apple, Tropical Fruits, Fruit, Weeknight, < 60 Mins","3/4, 5, 2/3, 1/4, 1/4, 1/2, 1/4, 1, 1, 1/4, 1/4, NA, NA","white vinegar, apples, brown sugar, lemon rind, candied ginger, green grape, garlic clove, mango, mustard seeds, ginger powder, salt, black pepper","5","1","392339","Chutneys"
"Mix soup, salsa, water, corn and rice in 2-quart shallow baking dish. Top with chicken and sprinkle with paprika. Cover., Bake at 375 degrees F for 45 minutes or until done. Sprinkle with cheese.","Fiesta Chicken Bake","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/24/22/picDNSqty.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/24/22/pic4mg15S.jpg","Chicken Breast, Chicken, White Rice, Poultry, Rice, Meat, Weeknight, < 60 Mins, Easy","1, 1, 1/2, 1, 3/4, 4, NA, 1/2","chunky salsa, water, whole kernel corn, long-grain white rice, boneless skinless chicken breasts, paprika","5","4","392422","One Dish Meal"
"Preheat the oven to 350 degrees F., Add the chicken to a shallow buttered casserole and season with salt and pepper, to taste., Layer the cheese slices on top., In a medium bowl, add the soup and the wine, season with salt and pepper and pour over the cheese., Sprinkle stuffing mix on top and drizzle with melted butter., Bake for 45 minutes., Remove from the oven and serve.","Lady and Sons' Chicken in Wine Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/44/98/picB9GsoD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/44/98/piccNsFlA.jpg","Chicken, Poultry, Meat, < 60 Mins","4, 4, NA, NA, 8, 1, 1/4, 1","boneless skinless chicken breasts, butter, kosher salt, black pepper, swiss cheese, white wine","5","5","394498","Chicken Breast"
"Heat oven to 350., Cook and drain pasta., Cook sausage in pan over medium high heat, until no longer pink. Drain., Mix cooked pasta, sausage, and remainig ingredients except cheese om an ungreased 2 1/2 qt casserole., Cover and bake about 30 minutes.  Sprinkle with cheese.  Bake uncovered for 5 more minutes until cheese is melted.","Pizza Casserole","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/53/28/picQoPPJr.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/53/28/pic9pvOfT.jpg","< 60 Mins, Beginner Cook, Easy","4, 1/2, 1, 1, 1","Italian sausage, mushroom stems and pieces, mozzarella cheese","3","1","395328","One Dish Meal"
"Mix cream cheese, dill and lemon peel until well blended., Slice the cucumber into 48 slices, 1/4 inch thick., Cut the salmon into 48 small pieces., Top each cucumber with 1 tsp of the cream cheese mixture., Roll up smoked salmon pieces and place on cream cheese topped cucumbers.","Smoke Salmon Rounds","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/63/97/picNNlVO2.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/63/97/pic7ln7Fw.jpg","Vegetable, Very Low Carbs, < 15 Mins, For Large Groups, Easy","150, 1, 2, 1, 240","cream cheese, fresh dill, lemon peel, English cucumber, smoked salmon","5","1","396397","Cheese"
"Preheat oven to 350°F., Melt butter; add chicken and vegetables; cook until chicken is no longer pink., Stir in next three ingredients and spread in unbaked pie shell., Beat eggs well; add cheese, salt, pepper, cream and worcestershire sauce; mix well., Pour over chicken and vegetables in pie shell., Bake for 45 minutes or until golden and filling is firm., Cut into wedges to serve.","Opryland Hotel Oriental Chicken Quiche","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/66/27/pic7FyILF.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/66/27/pic4TsLe8.jpg","Cheese, Vegetable, Savory, Weeknight, Brunch, Beginner Cook, < 4 Hours, Easy, Inexpensive, From Scratch","3, 1/2, 8, 2, 1/2, 1 -2, 1, 1/8, 1, 3, 4, 1/4, 1/8, 1/8, 1/2, NA","butter, boneless skinless chicken breast half, green onions, scallions, red bell pepper, soy sauce, gingerroot, cayenne, Classic Pie Crust, Idiot Proof Step-By-Step Photo Tutorial, eggs, swiss cheese, salt, black pepper, nutmeg, heavy cream, Worcestershire sauce","4","1","396627","Savory Pies"
"Grease crockpot with olive oil (leave the rest in the crockpot)., Add all ingredients and mix well, adding chicken last; stirring to coat., Cover and cook on low for 8 hours.","Sofrito Chicken (Crockpot, Crock Pot)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/43/picYXaiDh.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/89/43/piciYIaF5.jpg","NA","2, 2/3, 2, 3, 1/4, 1/2, 2","olive oil, garlic, celery ribs, kosher salt, black pepper, boneless skinless chicken thighs","5","3","398943","Easy"
"Heat oil in a large nonstick skillet coated with cooking spray over medium-high heat until hot.  Add onion and saute till translucent., Sprinkle salt, pepper, and thyme over the top of the chicken.   Add chicken to skillet and saute 6 minutes on each side or until done.  Remove chicken from skillet and keep warm.   Reduce heat to medium low.   Add preserves, vinegar, and salt and pepper, stirring constantly until the preserves melt.   Spoon the sauce over chicken to serve.","Blackberry Balsamic Chicken","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/92/31/picJzyHdW.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/92/31/picfGQBJI.jpg","Chicken, Poultry, Meat, High Protein, Healthy, High In..., < 30 Mins, Easy","1, NA, 1/2, NA, 1/2, 6, 1/3, 2","red onion, dried thyme, boneless skinless chicken breast halves","5","5","399231","Chicken Breast"
"Preheat grill.  Sprinkle both sides of pork with steak seasoning.  Coat both sides of pork with cooijg spray., Place on grill, and grill 4-5 mns. on each side, until internal temp reaches 160 dg., Combine remaining ingredients (except whole blackberries) in small saucepan .  Bring until just boiling to liquifu.  Cover and remove from heat., Plasce chops on serving platter, garnish with whole blackberries (if desired) and ladle sauce over pork chops.","Blackberry Pork Chops for Grill or Whatever","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/96/87/picwkey9x.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/96/87/picAXBi9j.jpg","High In..., < 30 Mins","1 1/2, 2, NA, 1/4, 1, 1, 1","boneless pork chops, olive oil flavored cooking spray, soy sauce, lemon juice, fresh blackberries","5","1","399687","High Protein"
"Place Bisquick mix, dressing and bread crumbs in separate shallow bowls. Coat pork chops with Bisquick mix. Dip coated pork chops into dressing, then coat with bread crumbs., Heat oil in 12-inch nonstick skillet over medium-high heat. Cook pork in oil about 5 minutes or until golden brown; reduce heat to low. Carefully turn pork. Cook 10 to 15 minutes longer or until pork is no longer pink in center. Serve immediately.","Bisquick Italian Pork Chops","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/07/43/picjlqNN0.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/07/43/pic1f3Pf8.jpg","Meat, Savory, Weeknight, < 30 Mins, Stove Top, Easy","1/2, 1/3, 1/2, 4, 2","Bisquick baking mix, boneless pork loin chops","5","1","400743","Pork"
"Pour the broth into a large crock pot then add the carrots & spices. Place the breasts in the broth then cover with the lid & cook on low for 6 hours., Uncover, shred the chicken then place back into the broth. Add in the noodles and half & half along with enough hot water to cover the noodles., Cook on high for another 30 minutes. It is done once the noodles are tender, make sure not to overcook them. Salt & pepper to taste then serve.","Crock Pot Chicken  Noodle Soup","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/23/46/pic0XmwsD.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/23/46/picx2WQIM.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/23/46/picJLhN3a.jpg","Chicken, Poultry, Vegetable, Meat, Winter, Beginner Cook, Easy","1, 1/4, 3, 1/2, 1/4, 1/4, NA, 1/2, 10, NA","condensed chicken broth, boneless skinless chicken breasts, boneless skinless chicken breasts, onion powder, garlic powder, hot water, half-and-half cream","5","3","402346","Chicken Breast"
"Blend together ingredients well., Use filling right away, do not freeze.","Cottage Cheese Crepe Filling","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/35/59/pickeiLmi.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/35/59/picYCfE3L.jpg","< 15 Mins, For Large Groups, Easy","3, 3, 1, 1/2","small curd cottage cheese, sugar, lemon peel, vanilla","5","2","403559","Low Cholesterol"
"Pour the broth into a crock pot then add the chicken & spices. Cook on high for 2.5 hours or on low for 5 hours., Remove the chicken & shred, place back in the pot. Mix in the soup & cream cheese, stir until melted. Cover with the lid & continue to cook on low for 30 minutes., During the last 10 minutes cook the noodles as directed on the package. Once done, drain & add to the chicken mixture. Serve hot.","Crock Pot Chicken over Pasta","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/43/46/piccL0xwo.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/43/46/picEZGYWW.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/43/46/picOKgoMZ.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/43/46/pic6YCgAG.jpg","Chicken, Poultry, Meat, Beginner Cook, < 4 Hours, Easy","3, 1, 1/4, 1/4, 1/4, 1/8, NA, 1, 4, 8","boneless skinless chicken breasts, low sodium chicken broth, Season-All salt, onion powder, garlic powder, cream cheese","5","7","404346","Chicken Breast"
"In a blender, combine everything except the pork and lime wedge garnish; process to a smooth paste., Place about 1/2 the mixture in a large bowl, reserving the rest for a dipping sauce., Cut pork into 1 inch cubes and combine with the peanut butter mixture in the bowl; toss to coat., Place the meat on skewers, begin sure not to crowd., Grill pork until browned on all sides, about 5 to 8 minutes in total., Serve with dipping sauce and lime wedges.","Grilled Pork Skewers With Peanut Basil Sauce","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/29/picyyPr4m.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/29/picirJTOk.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/68/29/pich981b0.jpg","Meat, < 30 Mins, Easy","20, 1/2, 3/4, 2, 1, 1, 1/2, 2, 1/4, 1","fresh basil leaves, peanut butter, coconut milk, soy sauce, garlic clove, ginger, limes, salt, boneless pork shoulder","5","4","406829","Pork"
"Bring your water to a boil in a large saucepan. Add the 2 tablespoons salt, and cook the broccolini in batches for 5 minutes, remove with a slotted spoon. Drain., combine butter, rind, and juice. Stirring with a fork until well blended. return broccolini to pan over medium-high heat; stir in butter mixture, and the remaining 1/2 teaspoon salt and pepper; tossing gently to coat.","Buttery Lemon Broccolini","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/69/35/picpJeqn5.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/69/35/piclZ52Gj.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/69/35/picwWPlgR.jpg","Weeknight, < 15 Mins, Easy","4, 2 1/2, 4, 2, 1, 1, 1/4","water, salt, butter, lemon rind, fresh lemon juice, black pepper","4.5","5","406935","Vegetable"
"Heat oil in nonstick pan and cook onion, celery and carrots for 10 minutes, stirring occasionally., Rinse quinoa with cold water, drain well and add to pan., Cook, stirring, for 1 minute., Add water, bay leaf, lemon rind and juice., Add squash, if using., Bring to a boil, reduce heat to medium-low, cover then simmer for 15 to 20 minutes or until liquid is absorbed and quinoa is tender., Discard bay leaf and stir in peas., Season with salt and pepper.","Quinoa Pilaf (Ww 4 Pts)( 5 Pts for WW+)","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/75/53/picHhpkAO.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/75/53/picXp2nY9.jpg","Low Cholesterol, < 60 Mins","1, 1/2, 1, 2, 1/2, 1, 1, 1, NA, 1, 1/2, NA","olive oil, onion, celery, carrots, quinoa, chicken broth, bay leaf, fresh lemon rind, fresh lemon juice","4.5","3","407553","Low Protein"
"Combine first 8 ingredients in a bowl., Stuff pita bread halves with tuna mixture and enjoy!","Apple and Cheddar Tuna Salad","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/95/54/picYg2xez.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/40/95/54/picWTFBVs.jpg","High Protein, High In..., < 15 Mins, No Cook, Easy","10, 1/3, 1/4, 1/4, 1/4, 1/4, 4, 2, 2","albacore tuna in water, mayonnaise, celery, apple, cranberries, walnuts, cheddar cheese, muenster cheese, red onions","5","3","409554","Lunch/Snacks"
"Saute diced chicken until no longer pink.  Leave frozen vegetables on counter to defrost at room temperature while cooking the chicken., Add in frozen vegetables and undiluted can of soup.  Cover and Simmer until warmed through, about 10 minutes., Serve over biscuits, toast or cooked rice.","Inside-Out Chicken Pot Pie","https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/07/91/picH8U0Tg.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/07/91/picXnwjtG.jpg, https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/07/91/picDkFu9i.jpg","One Dish Meal, Chicken, Poultry, Meat, Low Cholesterol, Healthy, < 30 Mins, Easy, Inexpensive","1, 2, 2, 1","boneless skinless chicken breast, garlic","3.5","4","410791","Savory Pies"
